0,0,1
1,0,1
2,1,0
3,1,0
4,1,0
5,0,1
6,0,1
7,0,1
8,0,1
9,1,0
10,0,1
11,1,0
12,0,1
13,0,1
14,0,1
15,0,1
16,1,0
17,0,1
18,0,1
19,0,1
20,1,0
21,0,1
22,0,1
23,0,1
24,0,1
25,0,1
26,1,0
27,0,1
28,0,1
29,0,1
30,0,1
31,0,1
32,1,0
33,0,1
34,0,1
35,1,0
36,0,1
37,0,1
38,0,1
39,0,1
40,1,0
41,0,1
42,0,1
43,0,1
44,0,1
45,1,0
46,0,1
47,0,1
48,1,0
49,0,1
50,1,0
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,0,1
57,0,1
58,1,0
59,0,1
60,0,1
61,1,0
62,0,1
63,1,0
64,0,1
65,1,0
66,0,1
67,1,0
68,0,1
69,0,1
70,0,1
71,0,1
72,1,0
73,0,1
74,1,0
75,0,1
76,1,0
77,0,1
78,0,1
79,0,1
80,1,0
81,0,1
82,0,1
83,0,1
84,0,1
85,0,1
86,0,1
87,0,1
88,0,1
89,0,1
90,0,1
91,1,0
92,0,1
93,1,0
94,1,0
95,0,1
96,1,0
97,0,1
98,0,1
99,0,1
0,2,0
1,2,0
2,0,2
3,0,2
4,0,2
5,2,0
6,0,2
7,0,2
8,0,2
9,0,2
10,0,2
11,0,2
12,0,2
13,2,0
14,2,0
15,2,0
16,0,2
17,0,2
18,2,0
19,0,2
20,0,2
21,2,0
22,0,2
23,0,2
24,0,2
25,2,0
26,0,2
27,2,0
28,0,2
29,0,2
30,2,0
31,0,2
32,0,2
33,2,0
34,0,2
35,0,2
36,0,2
37,0,2
38,2,0
39,0,2
40,0,2
41,2,0
42,0,2
43,0,2
44,2,0
45,2,0
46,0,2
47,0,2
48,0,2
49,0,2
50,0,2
51,0,2
52,0,2
53,2,0
54,2,0
55,0,2
56,0,2
57,0,2
58,2,0
59,0,2
60,0,2
61,0,2
62,0,2
63,2,0
64,2,0
65,0,2
66,2,0
67,2,0
68,0,2
69,0,2
70,0,2
71,0,2
72,0,2
73,2,0
74,0,2
75,0,2
76,0,2
77,0,2
78,0,2
79,2,0
80,2,0
81,2,0
82,2,0
83,2,0
84,0,2
85,0,2
86,0,2
87,0,2
88,2,0
89,2,0
90,0,2
91,0,2
92,0,2
93,0,2
94,0,2
95,2,0
96,0,2
97,2,0
98,0,2
99,2,0
0,3,0
1,3,0
2,0,3
3,0,3
4,0,3
5,3,0
6,0,3
7,0,3
8,0,3
9,0,3
10,3,0
11,0,3
12,0,3
13,3,0
14,3,0
15,3,0
16,0,3
17,0,3
18,3,0
19,0,3
20,0,3
21,3,0
22,0,3
23,0,3
24,0,3
25,3,0
26,0,3
27,3,0
28,0,3
29,0,3
30,3,0
31,0,3
32,0,3
33,3,0
34,3,0
35,0,3
36,0,3
37,0,3
38,3,0
39,0,3
40,3,0
41,3,0
42,0,3
43,0,3
44,3,0
45,3,0
46,0,3
47,0,3
48,0,3
49,3,0
50,0,3
51,0,3
52,0,3
53,3,0
54,3,0
55,0,3
56,3,0
57,0,3
58,3,0
59,3,0
60,0,3
61,0,3
62,0,3
63,3,0
64,3,0
65,0,3
66,3,0
67,3,0
68,0,3
69,3,0
70,0,3
71,0,3
72,0,3
73,3,0
74,0,3
75,0,3
76,0,3
77,0,3
78,0,3
79,3,0
80,3,0
81,3,0
82,3,0
83,3,0
84,3,0
85,0,3
86,3,0
87,0,3
88,3,0
89,3,0
90,0,3
91,0,3
92,0,3
93,0,3
94,0,3
95,3,0
96,0,3
97,3,0
98,0,3
99,3,0
0,4,0
1,4,0
2,4,0
3,4,0
4,4,0
5,0,4
6,0,4
7,0,4
8,4,0
9,4,0
10,0,4
11,4,0
12,0,4
13,4,0
14,0,4
15,0,4
16,4,0
17,0,4
18,0,4
19,0,4
20,4,0
21,0,4
22,0,4
23,0,4
24,0,4
25,0,4
26,4,0
27,0,4
28,0,4
29,0,4
30,0,4
31,0,4
32,4,0
33,4,0
34,0,4
35,4,0
36,0,4
37,0,4
38,4,0
39,0,4
40,4,0
41,0,4
42,0,4
43,0,4
44,0,4
45,4,0
46,0,4
47,0,4
48,4,0
49,0,4
50,4,0
51,0,4
52,0,4
53,4,0
54,0,4
55,0,4
56,0,4
57,0,4
58,4,0
59,0,4
60,0,4
61,4,0
62,0,4
63,4,0
64,4,0
65,4,0
66,0,4
67,4,0
68,0,4
69,0,4
70,0,4
71,0,4
72,4,0
73,0,4
74,4,0
75,0,4
76,4,0
77,4,0
78,0,4
79,4,0
80,4,0
81,4,0
82,4,0
83,0,4
84,0,4
85,0,4
86,0,4
87,0,4
88,0,4
89,0,4
90,0,4
91,4,0
92,0,4
93,4,0
94,4,0
95,4,0
96,4,0
97,0,4
98,0,4
99,4,0
0,2,1
1,2,1
2,1,2
3,1,2
4,1,2
5,2,1
6,1,2
7,2,1
8,1,2
9,1,2
10,2,1
11,1,2
12,1,2
13,2,1
14,2,1
15,2,1
16,1,2
17,2,1
18,2,1
